,age,job,marital_status,education,default,balance,housing_loan,personal_loan,contact_channel,last_contact_day,last_contact_month,contact_duration,campaign,gap_between_campaigns,previous,outcome_previous_campaign,insurance_subscribe
3707,59,management,single,tertiary,no,705.0,no,no,cellular,3.0,feb,537.0,4.0,-1.0,0.0,unknown,0.0
3708,52,services,married,secondary,no,-178.0,yes,yes,cellular,11.0,may,124.0,2.0,347.0,1.0,failure,0.0
3709,51,blue-collar,married,unknown,no,125.0,yes,no,unknown,8.0,may,102.0,2.0,-1.0,0.0,unknown,0.0
3710,47,self-employed,married,tertiary,no,917.0,no,no,cellular,6.0,feb,518.0,3.0,212.0,5.0,failure,0.0
3711,36,management,single,tertiary,no,1869.0,yes,no,unknown,21.0,may,122.0,2.0,-1.0,0.0,unknown,0.0
3712,41,management,married,secondary,no,0.0,yes,no,cellular,2.0,feb,154.0,2.0,264.0,1.0,other,0.0
3713,41,management,single,tertiary,no,4594.0,yes,no,unknown,4.0,jun,393.0,11.0,-1.0,0.0,unknown,0.0
3714,40,blue-collar,married,secondary,no,440.0,yes,no,unknown,5.0,jun,327.0,2.0,-1.0,0.0,unknown,0.0
3715,54,blue-collar,married,secondary,no,10.0,yes,no,cellular,18.0,aug,195.0,4.0,-1.0,0.0,unknown,0.0
3716,57,technician,married,secondary,no,461.0,yes,no,unknown,19.0,jun,69.0,2.0,-1.0,0.0,unknown,0.0
3717,40,blue-collar,married,secondary,no,1145.0,yes,no,cellular,15.0,may,175.0,4.0,-1.0,0.0,unknown,0.0
3718,27,self-employed,single,tertiary,no,108.0,no,yes,cellular,8.0,jul,141.0,2.0,-1.0,0.0,unknown,0.0
3719,37,blue-collar,single,secondary,no,292.0,no,no,unknown,8.0,sep,9.0,1.0,-1.0,0.0,unknown,0.0
3720,55,management,married,unknown,no,1185.0,no,no,unknown,5.0,may,677.0,1.0,-1.0,0.0,unknown,0.0
3721,27,blue-collar,single,primary,no,1518.0,yes,no,unknown,21.0,may,700.0,3.0,-1.0,0.0,unknown,0.0
3722,50,unemployed,married,secondary,no,3357.0,no,no,cellular,9.0,jun,239.0,4.0,-1.0,0.0,unknown,1.0
3723,26,self-employed,single,tertiary,no,50.0,no,no,cellular,30.0,jul,160.0,4.0,-1.0,0.0,unknown,0.0
3724,40,admin.,married,secondary,no,1.0,no,no,unknown,19.0,jun,84.0,3.0,-1.0,0.0,unknown,0.0
3725,44,technician,married,secondary,no,682.0,no,no,cellular,27.0,aug,85.0,3.0,-1.0,0.0,unknown,0.0
3726,51,housemaid,married,primary,no,0.0,yes,no,telephone,30.0,jul,191.0,3.0,-1.0,0.0,unknown,0.0
3727,39,management,divorced,primary,no,516.0,yes,no,cellular,8.0,may,207.0,2.0,-1.0,0.0,unknown,0.0
3728,30,services,single,secondary,no,326.0,yes,no,cellular,14.0,may,197.0,4.0,-1.0,0.0,unknown,0.0
3729,40,blue-collar,married,secondary,no,-450.0,yes,no,cellular,15.0,may,181.0,1.0,-1.0,0.0,unknown,0.0
3730,49,management,divorced,tertiary,no,5223.0,no,no,cellular,4.0,aug,86.0,1.0,-1.0,0.0,unknown,0.0
3731,34,technician,married,tertiary,no,8029.0,yes,no,cellular,14.0,aug,593.0,4.0,-1.0,0.0,unknown,1.0
3732,35,management,married,tertiary,no,106.0,no,yes,cellular,11.0,aug,588.0,2.0,-1.0,0.0,unknown,0.0
3733,29,blue-collar,single,secondary,no,80.0,yes,yes,unknown,2.0,jun,281.0,4.0,-1.0,0.0,unknown,0.0
3734,29,technician,single,secondary,no,0.0,yes,yes,cellular,13.0,may,77.0,4.0,-1.0,0.0,unknown,0.0
3735,33,technician,married,tertiary,no,1699.0,no,no,cellular,6.0,nov,178.0,2.0,94.0,1.0,success,1.0
3736,50,admin.,divorced,secondary,no,769.0,no,no,cellular,28.0,jul,72.0,2.0,363.0,4.0,failure,0.0
3737,29,unemployed,single,tertiary,no,991.0,no,no,cellular,5.0,feb,563.0,1.0,-1.0,0.0,unknown,0.0
3738,45,blue-collar,married,primary,no,2958.0,yes,no,cellular,16.0,apr,580.0,1.0,317.0,2.0,failure,0.0
3739,48,management,divorced,unknown,no,343.0,no,no,cellular,4.0,feb,191.0,1.0,-1.0,0.0,unknown,0.0
3740,59,blue-collar,married,secondary,no,786.0,no,yes,cellular,22.0,jul,44.0,4.0,-1.0,0.0,unknown,0.0
3741,50,technician,married,tertiary,no,3117.0,no,no,unknown,9.0,jun,174.0,1.0,-1.0,0.0,unknown,0.0
3742,53,technician,married,secondary,no,8417.0,yes,no,unknown,14.0,may,435.0,1.0,-1.0,0.0,unknown,0.0
3743,27,technician,married,secondary,no,130.0,yes,no,cellular,7.0,may,265.0,3.0,-1.0,0.0,unknown,0.0
3744,29,technician,married,secondary,no,1697.0,yes,no,cellular,12.0,may,87.0,4.0,-1.0,0.0,unknown,0.0
3745,31,technician,single,secondary,no,7567.0,no,no,cellular,14.0,may,287.0,1.0,276.0,2.0,failure,0.0
3746,59,blue-collar,married,primary,no,320.0,yes,no,unknown,15.0,may,695.0,1.0,-1.0,0.0,unknown,1.0
3747,35,management,married,tertiary,no,260.0,no,no,cellular,7.0,aug,358.0,2.0,-1.0,0.0,unknown,0.0
3748,58,retired,married,secondary,no,624.0,yes,no,cellular,12.0,may,393.0,1.0,-1.0,0.0,unknown,0.0
3749,60,admin.,divorced,secondary,no,4519.0,no,no,cellular,4.0,may,136.0,1.0,91.0,1.0,failure,0.0
3750,55,retired,married,primary,no,-90.0,yes,yes,unknown,7.0,may,634.0,2.0,-1.0,0.0,unknown,0.0
3751,30,student,single,tertiary,no,-679.0,yes,no,unknown,23.0,may,372.0,3.0,-1.0,0.0,unknown,0.0
3752,34,admin.,single,secondary,no,1.0,yes,no,cellular,22.0,jul,483.0,7.0,-1.0,0.0,unknown,0.0
3753,25,student,single,secondary,no,41.0,yes,no,telephone,4.0,may,101.0,2.0,-1.0,0.0,unknown,0.0
3754,27,services,single,secondary,no,195.0,yes,no,cellular,25.0,feb,416.0,3.0,-1.0,0.0,unknown,1.0
3755,59,blue-collar,married,primary,no,0.0,no,no,cellular,25.0,aug,128.0,5.0,-1.0,0.0,unknown,0.0
3756,36,admin.,divorced,secondary,no,48.0,no,no,cellular,11.0,jul,147.0,10.0,-1.0,0.0,unknown,0.0
3757,44,admin.,divorced,tertiary,no,558.0,yes,no,cellular,31.0,mar,262.0,2.0,-1.0,0.0,unknown,1.0
3758,36,management,single,tertiary,no,953.0,yes,no,cellular,17.0,apr,72.0,1.0,346.0,1.0,other,0.0
3759,42,unemployed,married,secondary,no,-523.0,yes,no,cellular,11.0,may,327.0,2.0,-1.0,0.0,unknown,0.0
3760,36,services,divorced,primary,no,418.0,yes,no,cellular,8.0,may,156.0,2.0,-1.0,0.0,unknown,0.0
3761,49,blue-collar,married,primary,no,11317.0,yes,no,unknown,14.0,may,208.0,1.0,-1.0,0.0,unknown,0.0
3762,39,services,single,secondary,no,158.0,yes,no,cellular,21.0,nov,183.0,1.0,168.0,2.0,failure,0.0
3763,51,technician,married,secondary,no,1327.0,no,no,cellular,7.0,jul,21.0,2.0,-1.0,0.0,unknown,0.0
3764,46,technician,married,secondary,no,487.0,no,no,cellular,4.0,aug,432.0,1.0,-1.0,0.0,unknown,0.0
3765,33,blue-collar,married,secondary,no,91.0,yes,no,cellular,14.0,apr,283.0,2.0,-1.0,0.0,unknown,0.0
3766,34,blue-collar,married,secondary,no,243.0,yes,no,unknown,5.0,may,291.0,1.0,-1.0,0.0,unknown,0.0
3767,35,management,married,tertiary,no,1557.0,yes,yes,cellular,5.0,feb,225.0,1.0,268.0,1.0,failure,0.0
3768,26,self-employed,married,tertiary,no,219.0,no,no,cellular,4.0,may,104.0,5.0,-1.0,0.0,unknown,0.0
3769,36,admin.,single,secondary,no,185.0,yes,no,cellular,15.0,may,61.0,4.0,371.0,5.0,other,0.0
3770,27,unemployed,single,tertiary,no,77.0,no,no,cellular,12.0,jul,305.0,4.0,77.0,1.0,success,0.0
3771,25,services,single,secondary,no,0.0,yes,no,cellular,7.0,may,282.0,1.0,-1.0,0.0,unknown,0.0
3772,28,management,single,tertiary,no,1252.0,yes,yes,cellular,8.0,jul,319.0,4.0,-1.0,0.0,unknown,0.0
3773,31,services,divorced,secondary,no,81.0,yes,no,cellular,16.0,apr,139.0,1.0,-1.0,0.0,unknown,0.0
3774,33,management,single,tertiary,no,289.0,yes,no,cellular,17.0,apr,388.0,1.0,-1.0,0.0,unknown,0.0
3775,32,management,single,tertiary,no,813.0,no,no,cellular,28.0,aug,114.0,7.0,-1.0,0.0,unknown,0.0
3776,51,management,married,tertiary,no,2934.0,yes,no,cellular,18.0,nov,727.0,4.0,-1.0,0.0,unknown,0.0
3777,34,blue-collar,married,primary,no,109.0,yes,no,cellular,14.0,may,685.0,2.0,-1.0,0.0,unknown,0.0
3778,59,retired,married,secondary,no,1173.0,no,no,unknown,9.0,jun,77.0,2.0,-1.0,0.0,unknown,0.0
3779,52,unemployed,divorced,secondary,no,230.0,no,no,cellular,24.0,dec,422.0,2.0,-1.0,0.0,unknown,1.0
3780,42,self-employed,married,tertiary,no,1932.0,yes,no,unknown,16.0,may,192.0,32.0,-1.0,0.0,unknown,0.0
3781,34,technician,married,secondary,no,260.0,yes,no,cellular,22.0,aug,142.0,2.0,-1.0,0.0,unknown,0.0
3782,67,retired,married,primary,no,2391.0,no,no,cellular,28.0,jun,737.0,6.0,186.0,10.0,other,1.0
3783,35,admin.,single,secondary,no,203.0,yes,no,cellular,10.0,jul,301.0,1.0,-1.0,0.0,unknown,0.0
3784,32,management,married,tertiary,no,1232.0,no,no,cellular,25.0,aug,97.0,4.0,-1.0,0.0,unknown,0.0
3785,30,blue-collar,married,secondary,no,913.0,yes,yes,cellular,19.0,nov,433.0,2.0,-1.0,0.0,unknown,0.0
3786,36,services,single,primary,no,58.0,yes,no,unknown,6.0,may,134.0,1.0,-1.0,0.0,unknown,0.0
3787,30,technician,married,tertiary,no,2283.0,no,no,cellular,7.0,aug,74.0,2.0,-1.0,0.0,unknown,0.0
3788,33,admin.,divorced,secondary,no,294.0,yes,no,cellular,8.0,may,763.0,1.0,-1.0,0.0,unknown,1.0
3789,31,management,single,tertiary,no,816.0,yes,no,cellular,26.0,may,302.0,1.0,40.0,1.0,failure,0.0
3790,50,services,married,secondary,no,-682.0,yes,no,cellular,11.0,jul,479.0,2.0,-1.0,0.0,unknown,0.0
3791,33,housemaid,married,primary,no,209.0,no,no,cellular,12.0,aug,76.0,4.0,-1.0,0.0,unknown,0.0
3792,43,admin.,divorced,secondary,no,587.0,yes,no,cellular,17.0,jul,282.0,1.0,-1.0,0.0,unknown,0.0
3793,32,self-employed,single,secondary,no,123.0,yes,no,unknown,9.0,may,278.0,1.0,-1.0,0.0,unknown,0.0
3794,34,blue-collar,married,unknown,no,201.0,yes,no,cellular,18.0,may,78.0,1.0,-1.0,0.0,unknown,0.0
3795,28,technician,single,tertiary,no,1050.0,yes,no,unknown,26.0,may,293.0,1.0,-1.0,0.0,unknown,0.0
3796,31,technician,married,tertiary,no,6562.0,yes,no,cellular,19.0,aug,118.0,2.0,-1.0,0.0,unknown,0.0
3797,57,technician,divorced,tertiary,no,126.0,no,no,telephone,4.0,jun,166.0,2.0,-1.0,0.0,unknown,1.0
3798,32,blue-collar,married,secondary,no,2089.0,yes,no,cellular,14.0,nov,132.0,1.0,-1.0,0.0,unknown,1.0
3799,47,services,married,secondary,no,-150.0,no,no,cellular,14.0,aug,52.0,4.0,-1.0,0.0,unknown,0.0
3800,34,blue-collar,married,primary,no,15841.0,yes,no,cellular,20.0,apr,423.0,5.0,-1.0,0.0,unknown,0.0
3801,37,admin.,married,secondary,no,121.0,no,no,cellular,22.0,jul,22.0,6.0,-1.0,0.0,unknown,0.0
3802,40,management,married,tertiary,no,1700.0,yes,no,cellular,9.0,jul,359.0,2.0,-1.0,0.0,unknown,0.0
3803,61,blue-collar,married,primary,no,625.0,yes,no,unknown,19.0,may,158.0,2.0,-1.0,0.0,unknown,0.0
3804,50,unemployed,single,secondary,no,2668.0,no,no,telephone,17.0,nov,1606.0,1.0,-1.0,0.0,unknown,0.0
3805,46,blue-collar,married,secondary,no,229.0,yes,no,cellular,17.0,apr,191.0,1.0,-1.0,0.0,unknown,0.0
3806,40,self-employed,single,tertiary,no,265.0,no,no,cellular,5.0,feb,121.0,3.0,-1.0,0.0,unknown,0.0
3807,31,services,married,secondary,no,371.0,yes,yes,cellular,17.0,apr,654.0,1.0,-1.0,0.0,unknown,0.0
3808,28,services,single,secondary,no,1347.0,no,no,telephone,11.0,oct,317.0,2.0,108.0,14.0,other,0.0
3809,30,management,single,tertiary,no,440.0,yes,no,cellular,11.0,sep,129.0,2.0,-1.0,0.0,unknown,0.0
3810,38,technician,single,secondary,no,2442.0,no,no,cellular,27.0,may,161.0,1.0,100.0,3.0,success,0.0
3811,32,services,married,secondary,no,-124.0,no,no,unknown,27.0,may,116.0,1.0,-1.0,0.0,unknown,0.0
3812,48,management,married,tertiary,no,1808.0,yes,no,cellular,26.0,feb,245.0,1.0,-1.0,0.0,unknown,1.0
3813,30,technician,single,secondary,no,77.0,no,yes,cellular,8.0,jul,82.0,4.0,-1.0,0.0,unknown,0.0
3814,51,retired,single,tertiary,no,730.0,yes,no,unknown,18.0,nov,287.0,2.0,-1.0,0.0,unknown,0.0
3815,41,management,single,unknown,no,1604.0,no,no,unknown,16.0,jun,287.0,2.0,-1.0,0.0,unknown,0.0
3816,28,services,single,secondary,no,805.0,yes,no,cellular,7.0,may,148.0,5.0,336.0,7.0,other,0.0
3817,37,technician,married,secondary,no,407.0,yes,no,cellular,11.0,jul,141.0,2.0,-1.0,0.0,unknown,0.0
3818,26,student,single,secondary,no,477.0,no,no,cellular,9.0,feb,58.0,2.0,-1.0,0.0,unknown,0.0
3819,32,blue-collar,married,primary,no,323.0,yes,no,unknown,21.0,may,530.0,2.0,-1.0,0.0,unknown,0.0
3820,59,retired,married,primary,no,474.0,no,no,cellular,13.0,aug,139.0,3.0,-1.0,0.0,unknown,0.0
3821,47,blue-collar,married,primary,no,1092.0,no,yes,unknown,30.0,may,41.0,8.0,-1.0,0.0,unknown,0.0
3822,27,admin.,single,tertiary,no,73.0,no,no,cellular,29.0,jan,242.0,1.0,-1.0,0.0,unknown,0.0
3823,30,services,married,secondary,no,179.0,yes,no,unknown,28.0,may,64.0,1.0,-1.0,0.0,unknown,0.0
3824,33,management,married,tertiary,no,679.0,no,no,cellular,5.0,aug,1109.0,2.0,-1.0,0.0,unknown,1.0
3825,49,management,married,tertiary,no,1430.0,no,no,cellular,18.0,nov,231.0,2.0,-1.0,0.0,unknown,0.0
3826,29,management,married,tertiary,no,198.0,yes,no,cellular,4.0,aug,453.0,1.0,1.0,1.0,failure,0.0
3827,30,technician,married,secondary,no,66.0,no,yes,cellular,5.0,aug,239.0,1.0,-1.0,0.0,unknown,0.0
3828,46,admin.,married,secondary,no,1934.0,no,yes,unknown,15.0,may,240.0,1.0,-1.0,0.0,unknown,0.0
3829,50,blue-collar,married,secondary,no,19.0,no,no,cellular,17.0,jul,209.0,4.0,-1.0,0.0,unknown,0.0
3830,34,management,single,tertiary,no,0.0,yes,no,unknown,21.0,may,311.0,1.0,-1.0,0.0,unknown,0.0
3831,43,technician,divorced,secondary,no,159.0,no,no,cellular,11.0,aug,160.0,2.0,-1.0,0.0,unknown,0.0
3832,37,admin.,single,secondary,no,1066.0,yes,no,unknown,28.0,may,83.0,4.0,-1.0,0.0,unknown,0.0
3833,31,technician,married,secondary,no,-292.0,yes,yes,unknown,3.0,jun,186.0,1.0,-1.0,0.0,unknown,0.0
3834,30,self-employed,single,secondary,no,-617.0,no,yes,cellular,19.0,nov,925.0,1.0,-1.0,0.0,unknown,1.0
3835,37,admin.,divorced,secondary,no,141.0,yes,no,cellular,14.0,may,233.0,1.0,-1.0,0.0,unknown,0.0
3836,29,technician,single,tertiary,no,354.0,yes,no,unknown,26.0,may,255.0,1.0,-1.0,0.0,unknown,0.0
3837,31,technician,married,secondary,no,5467.0,yes,no,cellular,13.0,apr,251.0,1.0,-1.0,0.0,unknown,0.0
3838,42,technician,married,secondary,no,799.0,no,no,cellular,28.0,jan,234.0,1.0,181.0,6.0,failure,0.0
3839,48,admin.,married,secondary,no,2533.0,no,no,cellular,29.0,apr,714.0,2.0,633.0,1.0,failure,0.0
3840,52,blue-collar,divorced,primary,no,29.0,yes,no,cellular,21.0,jul,245.0,1.0,-1.0,0.0,unknown,0.0
3841,39,admin.,married,secondary,no,0.0,no,no,telephone,12.0,may,256.0,4.0,-1.0,0.0,unknown,0.0
3842,30,retired,single,secondary,no,48.0,no,no,cellular,18.0,may,142.0,2.0,300.0,1.0,other,0.0
3843,56,retired,married,secondary,no,878.0,no,no,unknown,20.0,jun,123.0,3.0,-1.0,0.0,unknown,0.0
3844,25,blue-collar,single,secondary,no,2354.0,no,yes,unknown,27.0,may,98.0,1.0,-1.0,0.0,unknown,0.0
3845,76,retired,divorced,primary,no,802.0,no,no,cellular,9.0,sep,475.0,5.0,-1.0,0.0,unknown,1.0
3846,48,blue-collar,married,secondary,no,1794.0,yes,yes,cellular,8.0,may,97.0,1.0,343.0,2.0,failure,0.0
3847,40,blue-collar,married,secondary,no,280.0,yes,no,cellular,8.0,may,435.0,2.0,340.0,3.0,failure,0.0
3848,56,admin.,married,unknown,no,1933.0,no,no,telephone,19.0,nov,44.0,2.0,-1.0,0.0,unknown,0.0
3849,36,technician,single,secondary,no,818.0,yes,yes,cellular,19.0,aug,96.0,4.0,-1.0,0.0,unknown,0.0
3850,34,admin.,married,secondary,no,1049.0,yes,no,unknown,23.0,may,25.0,14.0,-1.0,0.0,unknown,0.0
3851,40,self-employed,married,secondary,no,1216.0,yes,no,cellular,18.0,nov,52.0,1.0,-1.0,0.0,unknown,0.0
3852,32,blue-collar,married,primary,no,0.0,yes,no,cellular,11.0,may,130.0,3.0,-1.0,0.0,unknown,0.0
3853,33,blue-collar,single,secondary,no,2202.0,yes,no,cellular,20.0,apr,372.0,2.0,-1.0,0.0,unknown,0.0
3854,58,housemaid,married,secondary,no,519.0,no,no,cellular,18.0,aug,251.0,4.0,-1.0,0.0,unknown,0.0
3855,30,blue-collar,single,secondary,no,163.0,yes,yes,cellular,23.0,jul,123.0,2.0,-1.0,0.0,unknown,0.0
3856,57,retired,married,secondary,no,1841.0,no,no,cellular,18.0,dec,127.0,2.0,196.0,1.0,success,0.0
3857,49,blue-collar,married,primary,no,3659.0,yes,no,unknown,7.0,may,160.0,1.0,-1.0,0.0,unknown,0.0
3858,48,entrepreneur,married,secondary,no,183.0,yes,no,unknown,3.0,jun,203.0,9.0,-1.0,0.0,unknown,0.0
3859,41,self-employed,married,secondary,no,3123.0,yes,no,cellular,19.0,nov,291.0,2.0,-1.0,0.0,unknown,0.0
3860,39,housemaid,married,tertiary,no,93.0,no,no,cellular,14.0,oct,595.0,2.0,-1.0,0.0,unknown,0.0
3861,40,services,single,secondary,no,1547.0,yes,no,cellular,12.0,may,88.0,2.0,173.0,1.0,success,0.0
3862,32,management,single,tertiary,no,0.0,yes,no,unknown,15.0,may,86.0,4.0,-1.0,0.0,unknown,0.0
3863,55,self-employed,married,secondary,no,181.0,no,no,cellular,4.0,aug,68.0,1.0,-1.0,0.0,unknown,0.0
3864,36,blue-collar,single,secondary,no,40.0,yes,no,cellular,27.0,aug,259.0,3.0,475.0,4.0,success,1.0
3865,31,unemployed,divorced,tertiary,no,256.0,yes,no,cellular,2.0,feb,264.0,1.0,201.0,2.0,success,0.0
3866,50,technician,married,secondary,no,2.0,yes,yes,cellular,14.0,jul,171.0,3.0,-1.0,0.0,unknown,0.0
3867,54,admin.,divorced,secondary,no,1693.0,no,no,cellular,30.0,apr,1277.0,1.0,87.0,2.0,other,1.0
3868,42,technician,divorced,secondary,no,314.0,yes,no,unknown,30.0,oct,234.0,1.0,-1.0,0.0,unknown,1.0
3869,44,admin.,married,secondary,no,1074.0,yes,no,cellular,11.0,jul,911.0,2.0,-1.0,0.0,unknown,1.0
3870,33,management,married,tertiary,no,110.0,yes,yes,cellular,17.0,apr,125.0,4.0,-1.0,0.0,unknown,0.0
3871,39,entrepreneur,married,primary,no,3373.0,yes,no,cellular,19.0,nov,419.0,5.0,-1.0,0.0,unknown,0.0
3872,34,housemaid,married,primary,no,2929.0,no,no,cellular,14.0,aug,518.0,2.0,-1.0,0.0,unknown,1.0
3873,38,services,married,tertiary,no,-49.0,yes,no,cellular,10.0,jul,211.0,1.0,-1.0,0.0,unknown,0.0
3874,45,admin.,married,secondary,no,400.0,yes,yes,unknown,25.0,jun,103.0,5.0,-1.0,0.0,unknown,0.0
3875,55,technician,married,unknown,no,0.0,no,no,unknown,16.0,jun,153.0,1.0,-1.0,0.0,unknown,0.0
3876,41,admin.,married,secondary,no,488.0,no,yes,telephone,11.0,jul,178.0,2.0,-1.0,0.0,unknown,0.0
3877,29,services,married,secondary,no,123.0,no,yes,cellular,7.0,jul,151.0,1.0,-1.0,0.0,unknown,0.0
3878,37,services,single,secondary,no,2571.0,no,no,unknown,6.0,jun,40.0,2.0,-1.0,0.0,unknown,0.0
3879,60,admin.,single,secondary,no,3916.0,no,no,unknown,18.0,jun,18.0,5.0,-1.0,0.0,unknown,0.0
3880,57,blue-collar,divorced,secondary,no,75.0,yes,no,cellular,8.0,may,159.0,1.0,361.0,2.0,failure,0.0
3881,59,retired,married,secondary,no,1080.0,no,no,cellular,21.0,apr,645.0,2.0,-1.0,0.0,unknown,0.0
3882,32,blue-collar,single,secondary,no,567.0,yes,no,cellular,7.0,may,275.0,2.0,342.0,4.0,other,0.0
3883,32,blue-collar,married,secondary,no,4471.0,yes,no,cellular,3.0,feb,197.0,1.0,270.0,2.0,failure,0.0
3884,34,services,single,secondary,no,528.0,yes,no,cellular,2.0,sep,121.0,3.0,100.0,5.0,other,1.0
3885,25,blue-collar,married,secondary,no,-288.0,no,yes,cellular,30.0,jul,311.0,4.0,-1.0,0.0,unknown,0.0
3886,40,blue-collar,married,secondary,no,2671.0,yes,yes,unknown,4.0,jun,423.0,2.0,-1.0,0.0,unknown,0.0
3887,33,admin.,married,tertiary,no,281.0,yes,no,cellular,6.0,may,257.0,1.0,365.0,1.0,failure,0.0
3888,31,student,single,secondary,no,1776.0,no,no,cellular,15.0,jun,220.0,1.0,207.0,1.0,other,1.0
3889,32,entrepreneur,married,secondary,no,-242.0,yes,no,cellular,20.0,apr,1202.0,3.0,-1.0,0.0,unknown,1.0
3890,41,entrepreneur,married,unknown,no,89.0,yes,no,unknown,6.0,may,333.0,2.0,-1.0,0.0,unknown,0.0
3891,30,services,single,secondary,no,209.0,yes,no,unknown,6.0,may,30.0,2.0,-1.0,0.0,unknown,0.0
3892,56,admin.,married,primary,no,3562.0,no,no,cellular,2.0,jul,229.0,1.0,-1.0,0.0,unknown,0.0
3893,33,management,married,tertiary,no,2308.0,yes,no,unknown,21.0,may,232.0,2.0,-1.0,0.0,unknown,0.0
3894,46,services,divorced,secondary,no,5.0,yes,yes,cellular,29.0,jan,305.0,2.0,-1.0,0.0,unknown,0.0
3895,50,admin.,divorced,secondary,no,3043.0,yes,no,unknown,3.0,jun,113.0,4.0,-1.0,0.0,unknown,0.0
3896,34,housemaid,married,secondary,no,-97.0,yes,yes,cellular,8.0,jul,119.0,2.0,-1.0,0.0,unknown,0.0
3897,31,admin.,single,tertiary,no,493.0,yes,no,cellular,18.0,may,158.0,1.0,-1.0,0.0,unknown,0.0
3898,41,retired,single,primary,no,0.0,no,no,cellular,8.0,may,239.0,1.0,368.0,2.0,failure,0.0
3899,47,unknown,married,secondary,no,74.0,no,no,cellular,8.0,aug,88.0,2.0,-1.0,0.0,unknown,0.0
3900,31,blue-collar,married,secondary,no,79.0,yes,yes,cellular,23.0,jul,235.0,11.0,-1.0,0.0,unknown,0.0
3901,31,technician,single,tertiary,no,375.0,yes,no,unknown,9.0,may,207.0,1.0,-1.0,0.0,unknown,0.0
3902,44,services,single,secondary,no,106.0,no,no,unknown,12.0,jun,109.0,2.0,-1.0,0.0,unknown,0.0
3903,31,management,single,tertiary,no,34.0,no,no,cellular,22.0,aug,121.0,1.0,-1.0,0.0,unknown,0.0
3904,55,admin.,married,secondary,no,6205.0,no,no,cellular,6.0,may,233.0,2.0,-1.0,0.0,unknown,0.0
3905,36,technician,single,secondary,no,351.0,no,no,cellular,25.0,aug,88.0,3.0,-1.0,0.0,unknown,0.0
3906,30,management,single,tertiary,no,3625.0,yes,no,unknown,23.0,may,469.0,2.0,-1.0,0.0,unknown,0.0
3907,40,services,married,secondary,no,87.0,yes,yes,cellular,31.0,jul,247.0,4.0,-1.0,0.0,unknown,0.0
3908,39,management,married,secondary,no,363.0,yes,yes,cellular,11.0,feb,67.0,1.0,209.0,1.0,failure,0.0
3909,35,blue-collar,married,primary,no,445.0,yes,no,cellular,13.0,may,237.0,2.0,363.0,2.0,other,0.0
3910,32,management,divorced,tertiary,no,1.0,yes,no,unknown,8.0,may,399.0,4.0,-1.0,0.0,unknown,0.0
3911,27,blue-collar,married,secondary,no,1024.0,no,no,cellular,6.0,feb,280.0,6.0,-1.0,0.0,unknown,0.0
3912,39,services,married,secondary,no,-311.0,yes,no,cellular,6.0,may,55.0,2.0,345.0,2.0,other,0.0
3913,52,blue-collar,single,primary,no,2024.0,yes,no,unknown,14.0,may,314.0,1.0,-1.0,0.0,unknown,0.0
3914,28,blue-collar,single,unknown,no,448.0,yes,no,unknown,28.0,may,307.0,1.0,-1.0,0.0,unknown,0.0
3915,40,management,married,secondary,no,6695.0,yes,no,cellular,6.0,feb,297.0,1.0,252.0,1.0,failure,0.0
3916,41,blue-collar,married,primary,no,258.0,yes,no,unknown,7.0,may,252.0,1.0,-1.0,0.0,unknown,0.0
3917,41,services,married,secondary,no,0.0,yes,no,unknown,2.0,jul,203.0,1.0,-1.0,0.0,unknown,0.0
3918,33,blue-collar,married,secondary,no,308.0,yes,no,cellular,13.0,may,147.0,2.0,-1.0,0.0,unknown,0.0
3919,59,admin.,married,secondary,no,-198.0,yes,yes,cellular,8.0,may,206.0,1.0,-1.0,0.0,unknown,0.0
3920,45,services,single,secondary,no,1771.0,no,no,unknown,18.0,jun,50.0,2.0,-1.0,0.0,unknown,0.0
3921,43,blue-collar,married,secondary,no,-111.0,yes,no,unknown,29.0,may,132.0,3.0,-1.0,0.0,unknown,0.0
3922,57,retired,single,tertiary,no,2528.0,yes,yes,unknown,30.0,may,724.0,1.0,-1.0,0.0,unknown,0.0
3923,28,management,married,secondary,no,152.0,yes,no,cellular,15.0,apr,412.0,2.0,-1.0,0.0,unknown,0.0
3924,37,unemployed,single,secondary,no,1354.0,yes,no,unknown,4.0,jun,207.0,4.0,-1.0,0.0,unknown,0.0
3925,48,technician,married,secondary,no,638.0,yes,no,unknown,14.0,may,217.0,1.0,-1.0,0.0,unknown,0.0
3926,46,admin.,married,secondary,no,35.0,no,no,unknown,16.0,may,84.0,2.0,-1.0,0.0,unknown,0.0
3927,56,management,single,tertiary,no,1092.0,yes,yes,cellular,17.0,nov,176.0,3.0,186.0,4.0,failure,0.0
3928,71,retired,divorced,primary,no,275.0,no,no,cellular,14.0,jun,293.0,1.0,425.0,1.0,success,1.0
3929,34,blue-collar,married,secondary,no,233.0,yes,no,cellular,18.0,nov,98.0,1.0,-1.0,0.0,unknown,0.0
3930,38,technician,married,secondary,no,4030.0,yes,no,cellular,19.0,nov,75.0,2.0,177.0,5.0,failure,0.0
3931,41,blue-collar,married,secondary,no,427.0,yes,yes,cellular,14.0,may,177.0,2.0,-1.0,0.0,unknown,0.0
3932,59,unknown,married,unknown,no,2443.0,no,no,unknown,20.0,jun,8.0,8.0,-1.0,0.0,unknown,0.0
